rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
Mixture,https://fullfact.org/online/great-reset-conspiracy-theory/,Grace Rahman,"The Great Reset is not a conspiracy theory and the World Economic Forum reveals its agenda.

","The Great Reset: What is it?
",4/14/2022,"The World Economic Forum website does discuss a ‘Great Reset’ many times on its website, but many claims about the plan are false and amount to a conspiracy theory.

",Fullfact
False,https://fullfact.org/online/MPs-no-upper-limit-heating-expenses/,Grace Rahman,"MPs can claim up to £3,400 towards their heating costs.

","There is no upper limit for how much MPs can claim to cover heating costs
",4/14/2022,"There is no upper limit on how much MPs can claim for utilities bills.

",Fullfact
False,https://fullfact.org/online/anthony-fauci-not-arrested/,Leo Benedictus,"Dr Fauci has been arrested by US Special Forces.

","Dr Anthony Fauci has not been arrested by Special Forces

",4/14/2022,"This is not true. It appears to be a complete fabrication.

",Fullfact
False,https://fullfact.org/online/iceland-free-food/,Sam Ashworth-Hayes,"Liking and sharing a post will get you £35 of free food from Iceland.

","Iceland isn’t giving away free food
",4/13/2022,"The post comes from a page pretending to be the supermarket. There’s no evidence of any such promotion on the official page.

",Fullfact
Mixture,https://fullfact.org/law/criminal-barristers-quitting/,Sam Ashworth-Hayes,"10% of criminal barristers have quit in the past year.

","10% of criminal barristers haven’t quit in the past year
",4/11/2022,"This figure refers to the fall in the number of lawyers working full-time on publicly-funded criminal cases. The total number of criminal barristers has stayed stable.

",Fullfact
False,https://fullfact.org/online/nadine-dorries-fake-tweet/,Sam Ashworth-Hayes,"Nadine Dorries said people should stop moaning about the demand for food banks, and families would need to “live within their means” because “food doesn’t grow on trees”.

","Nadine Dorries didn’t say ‘food doesn’t grow on trees’
",4/11/2022,"This is a fake tweet.

",Fullfact
False,https://fullfact.org/health/boots-lateral-flow-tests/,Pippa Allen-Kinross,"Boots has been given lateral flow tests the taxpayer has already paid for to sell back to us again.

","Boots isn’t selling lateral flow tests ‘the taxpayer has already paid for’
",4/11/2022,"This is false. Unused tests procured by NHS Test and Trace are not given to private providers, and the tests for sale in Boots are not the same as the ones used by Test and Trace.

",Fullfact
False,https://fullfact.org/economy/therese-coffey-employment-down-april-2022/,Abbas Panjwani,"Over the past two years, employment is up.

","Thérèse Coffey wrong to claim employment is up over the pandemic
",4/11/2022,"False. The number of people in employment fell by 580,000 and the employment rate (the proportion of people aged 16 to 64 who are in work) fell by 1 percentage point between the three months to February 2020 and the three months to January 2022.

",Fullfact
False,https://fullfact.org/health/covid-survival-rate-chart-false/,Leo Benedictus,"99.972% of the UK population did not die of Covid-19.

","The UK’s Covid ‘survival rate’ is lower than 99.972%
",4/8/2022,"Incorrect. About 99.76% of the UK population have not died with an underlying cause of death of Covid-19.

",Fullfact
False,https://fullfact.org/online/ukrainian-council-tax-discount/,Grace Rahman,"An elderly man was told by Enfield council that his single occupier council tax discount could be removed if he didn’t house a Ukrainian family in his spare room.

","Single occupancy council tax discount can’t be revoked if you don’t take in Ukrainian refugees
",4/8/2022,"There’s no evidence this happened and councils can’t do this.

",Fullfact
Mixture,https://fullfact.org/online/germany-pensions-refugees-illegal-immigrants/,Grace Rahman,"The maximum state pension in the UK is £141 while in Germany it’s £507.

","Historic claim on refugee and pensioner incomes is still wrong
",4/8/2022,"The full state pension in the UK is between £141.85 and £185.15 a week. The German system doesn’t have a maximum, and isn’t a flat rate, but a points system dependent on earnings.

",Fullfact
Mixture,https://fullfact.org/economy/labour-starmer-reeves-2620-cost-of-living/,Leo Benedictus,"On average, families will be £2,620 worse off in 2022/23.

","Keir Starmer wrong to say families will be £2,620 worse off this year
",4/8/2022,"This estimate is based on unreliable assumptions, and it excludes wages and benefits, which are rising. Official estimates suggest that the average household will be roughly £700 worse off in 2022/23.

",Fullfact
Mixture,https://fullfact.org/economy/rishi-sunak-akshata-murty-non-dom-tax/,Abbas Panjwani,"India does not allow its citizens to hold the citizenship of another country simultaneously. So, according to British law, Ms Murty is treated as non-domiciled for UK tax purposes.

","Why Rishi Sunak’s wife’s tax status isn’t a direct consequence of her citizenship
",4/8/2022,"India doesn't allow its citizens to hold dual-nationality but that’s not the reason why Ms Murty is taxed as a non-domicile. This is an active choice.

",Fullfact
False,https://fullfact.org/economy/keir-starmer-wrong-to-suggest-taxes-arent-rising-on-stocks-and-shares/,Abbas Panjwani,"People earning money from stocks and shares won’t pay a penny more in tax as a result of the government’s policy changes.

","Keir Starmer wrong to suggest taxes aren’t rising on stocks and shares
",4/7/2022,"False. Dividend tax is increasing in line with National Insurance.

",Fullfact
False,https://fullfact.org/health/mirror-long-covid-warm-weather/,Marco Verch,"Imperial College London’s REACT-LC study found catching Covid-19 in the colder winter months may be a factor in whether some people find their symptoms persisting.

","Mirror wrong to say catching Covid in warm weather cuts risk of long Covid
",4/6/2022,"This is not true. The Mirror compared research conducted over the 2020/21 autumn and winter period to research conducted in May 2021. These dates did not refer to when participants may have caught Covid-19 in the first place.

",Fullfact
Mixture,https://fullfact.org/immigration/scott-benton-small-boats-economic-migrants/,Sarah Turnnidge,"The vast majority of people coming across the Channel are economic migrants, they are not asylum seekers.

","No evidence ‘vast majority’ of people crossing Channel in small boats are economic migrants
",4/4/2022,"There is no evidence for this. Research carried out by the Refugee Council shows the majority of nationals from the countries most represented in small boat arrivals are granted asylum. The Home Office doesn’t publish statistics covering asylum claims following small boat arrivals specifically.

",Fullfact
False,https://fullfact.org/online/fake-klaus-meat-land-ownsership-wef/,Grace Rahman,"A tweet from the World Economic Forum reports its founder, Klaus Schwab, as saying that as humanity moves further toward a post-carbon future people must accept things like eating meat and property ownership are simply unsustainable.

","WEF didn’t say that property ownership would become ‘unsustainable’
",4/1/2022,"No such tweet exists.

",Fullfact
Mixture,https://fullfact.org/economy/zarah-sultana-david-cameron-food-banks/,Leo Benedictus,"Food bank use rose by 2,612% while David Cameron was Prime Minister.

","2,612% rise in food bank use under David Cameron needs context
",4/1/2022,"The number of parcels provided by the Trussell Trust network did rise by roughly this amount. This may not reflect the increase in provision by all food banks, and may not be a reliable indicator of increased need.

",Fullfact
False,https://fullfact.org/online/germany-test-trace-cost/,Abbas Panjwani,"Germany spent less than £1 billion on their track and trace system.

","Claims about German Test and Trace costs completely wrong
",3/31/2022,"False. We don’t know how much Germany spent in total, but the federal government’s cost of rapid tests alone far exceeds £1 billion.

",Fullfact
False,https://fullfact.org/online/asdas-milk-is-vege,Abbas Panjwani,"Asda’s non-organic milk is not suitable for vegetarians or Muslims because of added animal fat.

","Asda’s milk is vegetarian
",3/31/2022,"False. Asda confirmed that its own-brand milk is suitable for vegetarians.

",Fullfact
False,https://fullfact.org/online/chris-rock-will-smith-oscars/,Abbas Panjwani,"Chris Rock has issued a statement in which he said he crossed a line at the Oscars and apologises to Will Smith and Jada Pinkett Smith.

","Chris Rock did not say he ‘crossed a line’ following Will Smith Oscars slap
",3/31/2022,"This statement is not real.

",Fullfact
